State,Year,Market Name,Count
Arkansas,2013,Compliance,1
Arkansas,2013,GovTech,1
Arkansas,2013,FinTech,1
Arkansas,2013,SaaS,1
Arkansas,2013,Analytics,1
Arkansas,2013,Financial Exchanges,1
Arkansas,2013,Data Integration,1
Arkansas,2013,Communications Infrastructure,1
Arkansas,2009,Social Media Marketing,1
Arkansas,2009,Shopping,1
Arkansas,2009,Advertising,1
Arkansas,2009,Social Media,1
Arkansas,2009,Venture Capital,1
Arkansas,2009,Finance,1
Arkansas,2009,Software,1
Arkansas,2012,Social Media,1
Arkansas,2012,Cyber Security,1
Arkansas,2012,Security,1
Arkansas,2012,Search Engine,1
Arkansas,2012,Analytics,1
Arkansas,2012,E-Commerce,1
Arkansas,2012,Enterprise Software,1
Arkansas,2008,Banking,1
Arkansas,2008,FinTech,1
Arkansas,2008,Finance,1
Arkansas,2008,Payments,1
Arkansas,2015,Elder Care,1
Arkansas,2015,Software,1
Arkansas,2015,SaaS,2
Arkansas,2015,Medical,1
Arkansas,2015,Health Care,1
Arkansas,2015,Financial Services,1
Arkansas,2015,Marketplace,1
Arkansas,2015,Finance,1
Arkansas,2015,Education,1
Arkansas,2015,Analytics,1
Arkansas,2002,Advanced Materials,1
Arkansas,2002,Manufacturing,1
Arkansas,2002,Energy,1
Arkansas,2002,Nanotechnology,1
Arkansas,2005,Health Care,1
Arkansas,2005,Medical,1
Arkansas,2005,Personalization,1
Indiana,2010,Service Industry,1
Indiana,2010,Information Technology,3
Indiana,2010,Industrial,1
Indiana,2010,Biotechnology,2
Indiana,2010,Therapeutics,1
Indiana,2010,Pharmaceutical,1
Indiana,2010,SaaS,2
Indiana,2010,Software,3
Indiana,2010,Cloud Computing,1
Indiana,2010,mHealth,1
Indiana,2010,Health Care,3
Indiana,2010,Search Engine,1
Indiana,2010,Mobile,1
Indiana,2010,iOS,1
Indiana,2010,Apps,1
Indiana,2010,Social Media,2
Indiana,2010,E-Commerce,1
Indiana,2010,Android,1
Indiana,2010,Document Management,1
Indiana,2010,Delivery,1
Indiana,2010,Sales Automation,1
Indiana,2010,Enterprise Software,1
Indiana,2010,CRM,1
Indiana,2010,Media and Entertainment,1
Indiana,2010,Manufacturing,1
Indiana,2010,Medical Device,1
Indiana,2010,Consumer,1
Indiana,2010,Web Browsers,1
Indiana,2010,Email Marketing,1
Indiana,2010,Personalization,1
Indiana,2010,Marketing Automation,1
Indiana,2012,Service Industry,3
Indiana,2012,Enterprise Software,3
Indiana,2012,Management Consulting,1
Indiana,2012,Software,3
Indiana,2012,CRM,1
Indiana,2012,Non Profit,1
Indiana,2012,Sports,1
Indiana,2012,Marketing Automation,1
Indiana,2012,SaaS,1
Indiana,2012,Event Management,1
Indiana,2012,E-Commerce,1
Indiana,2012,Enterprise Applications,1
Indiana,2012,Analytics,1
Indiana,2012,Health Care,1
Indiana,2012,Medical Device,1
Indiana,2012,Mobile,3
Indiana,2012,Health Diagnostics,1
Indiana,2012,Biotechnology,1
Indiana,2012,Developer Platform,1
Indiana,2012,Corporate Training,1
Indiana,2012,Food Processing,1
Indiana,2012,Video,1
Indiana,2012,Real Estate,1
Indiana,2012,Real Time,1
Indiana,2012,Publishing,1
Indiana,2012,E-Learning,1
Indiana,2012,Information Technology,1
Indiana,2012,Women's,1
Indiana,2012,Recruiting,1
Indiana,2012,Employment,1
Indiana,2012,Human Resources,1
Indiana,2012,Career Planning,1
Indiana,2012,Skill Assessment,1
Indiana,1995,Local,1
Indiana,1995,Advertising,1
Indiana,1995,E-Commerce,1
Indiana,1995,Database,1
Indiana,1995,Enterprise Software,1
Indiana,1995,Web Design,1
Indiana,2011,Health Diagnostics,1
Indiana,2011,Medical,1
Indiana,2011,Biotechnology,1
Indiana,2011,Mobile Apps,1
Indiana,2011,SaaS,1
Indiana,2011,Communities,1
Indiana,2011,GreenTech,1
Indiana,2011,Energy,1
Indiana,2011,Internet of Things,1
Indiana,2011,Infrastructure,1
Indiana,2011,Smart Building,1
Indiana,2011,Automotive,1
Indiana,2011,Wellness,1
Indiana,2011,Hardware,1
Indiana,2011,Fitness,1
Indiana,2011,Health Care,1
Indiana,2011,Manufacturing,1
Indiana,2011,Mobile,1
Indiana,1998,Marketing,1
Indiana,1998,Enterprise Software,1
Indiana,1998,Cloud Data Services,1
Indiana,2003,Internet,1
Indiana,2003,EBooks,1
Indiana,2003,E-Commerce,1
Indiana,2003,Social Media,1
Indiana,2003,Public Relations,1
Indiana,2006,Advanced Materials,1
Indiana,2006,Biotechnology,2
Indiana,2006,Medical Device,1
Indiana,2006,Information Technology,2
Indiana,2006,Health Care,1
Indiana,2006,Health Diagnostics,1
Indiana,2006,Software,4
Indiana,2006,Information Services,1
Indiana,2006,Advertising,1
Indiana,2006,Automotive,1
Indiana,2006,Robotics,1
Indiana,2006,Public Transportation,1
Indiana,2006,Hardware,1
Indiana,2006,Marketing Automation,1
Indiana,2006,Data Center,1
Indiana,2006,Enterprise Software,1
Indiana,2006,IT Infrastructure,1
Indiana,2006,Virtualization,1
Indiana,2013,Marketing,2
Indiana,2013,Loyalty Programs,1
Indiana,2013,Local,1
Indiana,2013,Mobile,1
Indiana,2013,Cause Marketing,1
Indiana,2013,Marketplace,1
Indiana,2013,B2B,1
Indiana,2013,E-Commerce,2
Indiana,2013,Industrial Automation,1
Indiana,2013,Internet of Things,1
Indiana,2013,Big Data,2
Indiana,2013,Enterprise Software,1
Indiana,2013,Risk Management,1
Indiana,2013,Medical Device,1
Indiana,2013,3D Printing,1
Indiana,2013,Manufacturing,1
Indiana,2013,Hardware,2
Indiana,2013,E-Signature,1
Indiana,2013,Developer Tools,1
Indiana,2013,Developer APIs,1
Indiana,2013,Software,2
Indiana,2013,Legal,1
Indiana,2013,Advertising,2
Indiana,2013,Social Media,1
Indiana,2013,SaaS,2
Indiana,2013,Predictive Analytics,1
Indiana,2013,Analytics,1
Indiana,2013,Internet,1
Indiana,2013,Email,1
Indiana,2013,Health Care,1
Indiana,2013,Consulting,1
Indiana,2013,Service Industry,1
Indiana,2013,Technical Support,1
Indiana,2013,Sports,1
Indiana,2002,Automotive,1
Indiana,2002,Electric Vehicle,1
Indiana,2002,Industrial Automation,1
Indiana,2002,Supply Chain Management,1
Indiana,2002,Enterprise Software,1
Indiana,2002,Logistics,1
Indiana,2009,Payments,1
Indiana,2009,E-Commerce,1
Indiana,2009,Billing,1
Indiana,2009,Affiliate Marketing,1
Indiana,2009,Enterprise Software,1
Indiana,2009,GovTech,1
Indiana,2009,Public Transportation,1
Indiana,2009,Real Estate,1
Indiana,2009,News,1
Indiana,2009,Journalism,1
Indiana,2009,Social Media,1
Indiana,2009,Hardware,1
Indiana,2009,Agriculture,1
Indiana,2015,Mobile,3
Indiana,2015,Digital Marketing,1
Indiana,2015,Artificial Intelligence,1
Indiana,2015,Software,2
Indiana,2015,mHealth,1
Indiana,2015,SaaS,2
Indiana,2015,Mobile Apps,1
Indiana,2015,Information Technology,1
Indiana,2015,Advertising,2
Indiana,2015,Digital Signage,1
Indiana,2015,FinTech,1
Indiana,2015,Apps,1
Indiana,2015,Analytics,1
Indiana,2015,Real Time,1
Indiana,2015,Health Care,1
Indiana,2015,Marketing,1
Indiana,2015,Human Resources,1
Indiana,2015,Recruiting,1
Indiana,2015,Enterprise Software,1
Indiana,2016,Software,1
Indiana,2014,Database,1
Indiana,2014,Computer,1
Indiana,2014,Big Data,1
Indiana,2014,Manufacturing,1
Indiana,2014,Billing,1
Indiana,2014,FinTech,1
Indiana,2014,Customer Service,1
Indiana,2014,Software,1
Indiana,2014,Medical Device,1
Indiana,2014,E-Learning,2
Indiana,2014,EdTech,1
Indiana,2014,Education,2
Indiana,2014,Developer Tools,1
Indiana,2014,Mobile Apps,1
Indiana,2014,Energy,1
Indiana,2014,Online Portals,1
Indiana,1996,Pharmaceutical,1
Indiana,1996,Biotechnology,1
Indiana,1996,Health Care,1
Indiana,2001,Internet,1
Indiana,2001,Software,1
Indiana,2001,Information Technology,1
Indiana,2001,Advertising,1
Indiana,2000,Software,1
Indiana,2000,Email Marketing,1
Indiana,2000,Marketing Automation,1
Indiana,2005,Mobile,1
Indiana,2005,Health Care,3
Indiana,2005,Children,1
Indiana,2005,Fitness,1
Indiana,2005,Biotechnology,2
Indiana,2005,Diabetes,1
Indiana,2005,Internet of Things,1
Indiana,2005,Wireless,1
Indiana,2005,Software,1
Indiana,2008,Advertising,1
Indiana,2008,Enterprise Software,1
Indiana,2008,Video,1
Indiana,1972,Food and Beverage,1
Indiana,1972,Restaurants,1
Indiana,1972,Food Processing,1
Indiana,2004,Biotechnology,1
Indiana,2004,Health Diagnostics,1
Indiana,1994,Events,1
Indiana,1994,Parking,1
Indiana,1994,Software,1
Indiana,2007,Wearables,1
Indiana,2007,Parenting,1
Indiana,2007,Hardware,1
Indiana,2007,Health Care,1
California,1980,Software,2
California,1980,Enterprise Software,2
California,1980,Asset Management,1
California,1980,Information Technology,1
California,1980,Information Services,1
California,1980,Film,1
California,1980,Broadcasting,1
California,1980,3D Technology,1
California,1980,Consumer Electronics,1
California,1980,Electronics,1
California,1980,Ticketing,1
California,2010,Health Care,54
California,2010,Analytics,58
California,2010,Mobile,111
California,2010,Big Data,37
California,2010,Data Center,1
California,2010,Virtualization,5
California,2010,Enterprise Software,67
California,2010,Photography,5
California,2010,Social Media,55
California,2010,Photo Sharing,4
California,2010,Digital Media,17
California,2010,Non Profit,3
California,2010,EBooks,3
California,2010,Video Games,2
California,2010,SaaS,45
California,2010,Cloud Computing,30
California,2010,Open Source,6
California,2010,Smart Home,1
California,2010,Manufacturing,10
California,2010,Sensor,2
California,2010,Consumer Software,2
California,2010,Gift Card,3
California,2010,Retail,9
California,2010,Financial Services,11
California,2010,Information Services,7
California,2010,Information Technology,32
California,2010,Internet,36
California,2010,Artificial Intelligence,10
California,2010,Machine Learning,12
California,2010,Consumer Electronics,6
California,2010,Robotics,3
California,2010,Funding Platform,1
California,2010,Recruiting,5
California,2010,Finance,12
California,2010,Software,76
California,2010,Cyber Security,9
California,2010,Enterprise,4
California,2010,Database,6
California,2010,Advertising,37
California,2010,Real Time,17
California,2010,Local,8
California,2010,Travel,7
California,2010,Search Engine,12
California,2010,Augmented Reality,4
California,2010,Hardware,16
California,2010,Internet of Things,8
California,2010,Wireless,4
California,2010,Identity Management,4
California,2010,Privacy,5
California,2010,Business Intelligence,7
California,2010,Data Integration,5
California,2010,Predictive Analytics,8
California,2010,Mobile Payments,4
California,2010,Point of Sale,1
California,2010,Social,6
California,2010,News,8
California,2010,Media and Entertainment,8
California,2010,Aerospace,1
California,2010,Geospatial,3
California,2010,Payments,10
California,2010,Developer APIs,6
California,2010,Credit Cards,1
California,2010,Wellness,4
California,2010,Mobile Apps,11
California,2010,Fitness,9
California,2010,Events,8
California,2010,Communities,3
California,2010,Private Social Networking,1
California,2010,GovTech,4
California,2010,Customer Service,7
California,2010,Online Portals,8
California,2010,CRM,9
California,2010,Employment,2
California,2010,Medical,18
California,2010,Biotechnology,28
California,2010,Therapeutics,8
California,2010,3D Printing,1
California,2010,Web Hosting,7
California,2010,Linux,2
California,2010,Medical Device,4
California,2010,mHealth,5
California,2010,Messaging,12
California,2010,Compliance,1
California,2010,Text Analytics,2
California,2010,Communications Infrastructure,2
California,2010,Health Diagnostics,11
California,2010,Delivery,2
California,2010,Food Processing,2
California,2010,Hospitality,7
California,2010,Cooking,3
California,2010,E-Commerce,41
California,2010,Computer,8
California,2010,Security,15
California,2010,Personal Finance,1
California,2010,Network Security,4
California,2010,Data Storage,2
California,2010,Flash Storage,3
California,2010,Marketing,12
California,2010,Apps,42
California,2010,Social Network,6
California,2010,Child Care,2
California,2010,B2B,3
California,2010,Data Mining,2
California,2010,Cloud Data Services,6
California,2010,Content,12
California,2010,Social Media Marketing,8
California,2010,Human Resources,2
California,2010,Diabetes,2
California,2010,Web Development,11
California,2010,Network Hardware,3
California,2010,Sales Automation,5
California,2010,Marketing Automation,6
California,2010,Subscription Service,2
California,2010,Mobile Advertising,2
California,2010,Local Business,1
California,2010,Auto Insurance,1
California,2010,Automotive,5
California,2010,FinTech,10
California,2010,Content Marketing,1
California,2010,Advertising Platforms,7
California,2010,Social Entrepreneurship,1
California,2010,Energy,8
California,2010,Sharing Economy,1
California,2010,Marketplace,6
California,2010,Crowdsourcing,5
California,2010,Ad Network,5
California,2010,ERP,2
California,2010,Android,14
California,2010,Genetics,5
California,2010,Transaction Processing,1
California,2010,Mobile Devices,5
California,2010,Cloud Security,2
California,2010,Social Recruiting,1
California,2010,SMS,3
California,2010,Social Media Advertising,2
California,2010,Rental,1
California,2010,Video,17
California,2010,Publishing,12
California,2010,Pharmaceutical,7
California,2010,Virtual Reality,3
California,2010,Email,6
California,2010,Sports,7
California,2010,Dating,1
California,2010,Browser Extensions,1
California,2010,Auctions,2
California,2010,Brand Marketing,4
California,2010,Email Marketing,2
California,2010,Social Innovation,1
California,2010,Collaboration,1
California,2010,Insurance,1
California,2010,Location Based Services,11
California,2010,Electric Vehicle,2
California,2010,Classifieds,1
California,2010,Speech Recognition,1
California,2010,Market Research,2
California,2010,Audio,3
California,2010,Natural Language Processing,4
California,2010,Developer Tools,6
California,2010,Cloud Management,2
California,2010,iOS,19
California,2010,Digital Entertainment,6
California,2010,Music,8
California,2010,Indoor Positioning,1
California,2010,Computer Vision,2
California,2010,Drones,1
California,2010,Semiconductor,2
California,2010,Gamification,1
California,2010,Project Management,2
California,2010,Gambling,1
California,2010,Wearables,2
California,2010,Web Browsers,3
California,2010,Cosmetics,1
California,2010,Energy Management,3
California,2010,Energy Efficiency,5
California,2010,Commercial,1
California,2010,Developer Platform,2
California,2010,Education,19
California,2010,Flowers,1
California,2010,EdTech,6
California,2010,Career Planning,3
California,2010,Clean Energy,5
California,2010,Solar,4
California,2010,Electronics,3
California,2010,Risk Management,1
California,2010,Management Consulting,1
California,2010,Consulting,4
California,2010,Telecommunications,4
California,2010,VoIP,1
California,2010,Incubators,3
California,2010,Shopping,5
California,2010,Price Comparison,3
California,2010,Innovation Management,1
California,2010,Recycling,1
California,2010,Gaming,4
California,2010,Power Grid,1
California,2010,Virtual World,1
California,2010,Virtual Goods,1
California,2010,Content Discovery,1
California,2010,Intelligent Systems,1
California,2010,Ticketing,1
California,2010,Casual Games,1
California,2010,Organic Food,3
California,2010,Sustainability,2
California,2010,Life Science,1
California,2010,Video Conferencing,1
California,2010,Chemical,1
California,2010,TV,2
California,2010,Video Streaming,7
California,2010,Data Center Automation,1
California,2010,Journalism,1
California,2010,Higher Education,1
California,2010,Tutoring,1
California,2010,Training,2
California,2010,E-Learning,2
California,2010,App Discovery,1
California,2010,Consumer,3
California,2010,Personalization,1
California,2010,Loyalty Programs,5
California,2010,3D Technology,3
California,2010,Ediscovery,5
California,2010,File Sharing,2
California,2010,Eyewear,1
California,2010,Biopharma,1
California,2010,Lighting,2
California,2010,Data Visualization,1
California,2010,Infrastructure,2
California,2010,Clinical Trials,3
California,2010,Consumer Applications,1
California,2010,Music Streaming,1
California,2010,Secondary Education,1
California,2010,Application Performance Management,2
California,2010,Online Auctions,1
California,2010,Real Estate,3
California,2010,Outsourcing,2
California,2010,IT Management,3
California,2010,Group Buying,1
California,2010,Fashion,5
California,2010,GreenTech,2
California,2010,Local Advertising,1
California,2010,Logistics,1
California,2010,Service Industry,4
California,2010,Presentations,1
California,2010,Jewelry,2
California,2010,Restaurants,4
California,2010,Corporate Training,1
California,2010,Small and Medium Businesses,3
California,2010,Oil and Gas,1
California,2010,Enterprise Applications,2
California,2010,Musical Instruments,1
California,2010,Energy Storage,1
California,2010,Transportation,2
California,2010,Renewable Energy,4
California,2010,Edutainment,1
California,2010,Toys,2
California,2010,Retail Technology,2
California,2010,Impact Investing,1
California,2010,Home Decor,1
California,2010,Interior Design,2
California,2010,Satellite Communication,1
California,2010,AgTech,1
California,2010,Agriculture,3
California,2010,Virtual Assistant,1
California,2010,Legal,1
California,2010,Document Management,3
California,2010,Advanced Materials,2
California,2010,CleanTech,3
California,2010,Battery,2
California,2010,Semantic Search,1
California,2010,Children,1
California,2010,Personal Health,1
California,2010,Employee Benefits,1
California,2010,Lead Generation,1
California,2010,Accounting,1
California,2010,Home Improvement,1
California,2010,Home Renovation,1
California,2010,Rehabilitation,1
California,2010,Farming,2
California,2010,PaaS,4
California,2010,Mapping Services,1
California,2010,Test and Measurement,1
California,2010,Coupons,1
California,2010,Neuroscience,1
California,2010,Ad Retargeting,2
California,2010,Q&A,2
California,2010,Film,1
California,2010,Image Recognition,1
California,2010,IaaS,1
California,2010,Young Adults,1
California,2010,Lifestyle,5
California,2010,Video Chat,1
California,2010,Government,1
California,2010,Mechanical Engineering,1
California,2010,Self-Storage,1
California,2010,Web Design,1
California,2010,Art,2
California,2010,Crowdfunding,1
California,2010,SEO,1
California,2010,Language Learning,1
California,2010,Cloud Storage,1
California,2010,Vertical Search,1
California,2010,Leisure,1
California,2010,LGBT,1
California,2010,Sales,1
California,2010,Construction,1
California,2010,Property Management,1
California,2010,Ad Targeting,2
California,2010,E-Commerce Platforms,1
California,2010,Electrical Distribution,1
California,2010,Guides,1
California,2010,Music Venues,1
California,2010,Product Design,1
California,2010,Teenagers,1
California,2010,Facial Recognition,1
California,2010,TV Production,1
California,2010,Contact Management,1
California,2010,Video on Demand,1
California,2010,Commercial Real Estate,1
California,2010,Online Games,1
California,2010,Food and Beverage,1
California,2013,Agriculture,3
California,2013,Farming,2
California,2013,Robotics,23
California,2013,Developer Tools,19
California,2013,Virtualization,7
California,2013,Virtual Reality,10
California,2013,Digital Media,19
California,2013,Enterprise Software,88
California,2013,Open Source,7
California,2013,Analytics,86
California,2013,eSports,1
California,2013,Sports,11
California,2013,Big Data,84
California,2013,Data Visualization,11
California,2013,Sponsorship,1
California,2013,Music,17
California,2013,Video,25
California,2013,Credit,2
California,2013,FinTech,31
California,2013,Financial Services,30
California,2013,Banking,7
California,2013,Consumer Lending,5
California,2013,Real Estate,17
California,2013,Marketplace,28
California,2013,Mobile Payments,9
California,2013,E-Commerce,88
California,2013,Debit Cards,1
California,2013,Small and Medium Businesses,14
California,2013,Finance,18
California,2013,Wearables,15
California,2013,Audio,6
California,2013,Medical Device,15
California,2013,Cloud Computing,29
California,2013,Linux,1
California,2013,Security,28
California,2013,Software,158
California,2013,Web Hosting,7
California,2013,Internet,58
California,2013,Information Technology,53
California,2013,SaaS,89
California,2013,Customer Service,6
California,2013,Artificial Intelligence,26
California,2013,Machine Learning,30
California,2013,Credit Cards,3
California,2013,Electronics,9
California,2013,Manufacturing,16
California,2013,Mobile Devices,2
California,2013,Retail,18
California,2013,Health Care,93
California,2013,Beauty,6
California,2013,Shopping,13
California,2013,Computer,16
California,2013,Cyber Security,14
California,2013,Network Security,13
California,2013,Automotive,14
California,2013,Developer APIs,8
California,2013,B2B,21
California,2013,Business Intelligence,13
California,2013,Human Resources,14
California,2013,Real Estate Investment,3
California,2013,Crowdfunding,11
California,2013,Cloud Security,7
California,2013,Data Center,8
California,2013,Biotechnology,29
California,2013,Product Design,6
California,2013,Genetics,12
California,2013,Cloud Management,7
California,2013,Hospitality,9
California,2013,Cloud Data Services,6
California,2013,A/B Testing,1
California,2013,Mobile,159
California,2013,Health Diagnostics,14
California,2013,Advertising Platforms,8
California,2013,Predictive Analytics,16
California,2013,Content Creators,7
California,2013,Crowdsourcing,9
California,2013,Database,5
California,2013,Cryptocurrency,1
California,2013,Bitcoin,8
California,2013,Home Services,3
California,2013,Autonomous Vehicles,4
California,2013,Travel,24
California,2013,Resorts,1
California,2013,Communities,12
California,2013,EdTech,8
California,2013,Communications Infrastructure,7
California,2013,IT Infrastructure,2
California,2013,Hardware,45
California,2013,Drones,4
California,2013,Mapping Services,3
California,2013,Internet of Things,30
California,2013,3D Printing,7
California,2013,Mechanical Engineering,3
California,2013,Industrial Engineering,1
California,2013,Shipping,4
California,2013,Delivery,4
California,2013,Logistics,13
California,2013,Health Insurance,4
California,2013,Service Industry,10
California,2013,IaaS,1
California,2013,Fraud Detection,3
California,2013,Consumer Goods,2
California,2013,Food and Beverage,4
California,2013,Online Portals,3
California,2013,Mobile Apps,13
California,2013,Web Apps,3
California,2013,Content,12
California,2013,Transportation,12
California,2013,Navigation,3
California,2013,Photography,15
California,2013,Media and Entertainment,9
California,2013,iOS,22
California,2013,Android,19
California,2013,Apps,53
California,2013,Gaming,7
California,2013,Messaging,21
California,2013,Unified Communications,1
California,2013,Social Media,57
California,2013,Collaboration,16
California,2013,Email,9
California,2013,Professional Networking,4
California,2013,Social Network,8
California,2013,Contact Management,1
California,2013,Sales,4
California,2013,Chemical,1
California,2013,Bioinformatics,1
California,2013,Aerospace,7
California,2013,Cloud Storage,3
California,2013,E-Commerce Platforms,6
California,2013,Augmented Reality,8
California,2013,3D Technology,8
California,2013,Elderly,1
California,2013,Payments,19
California,2013,Wellness,8
California,2013,Infrastructure,7
California,2013,Marketing Automation,12
California,2013,Email Marketing,6
California,2013,Semiconductor,1
California,2013,Flash Storage,2
California,2013,ASIC,1
California,2013,Cloud Infrastructure,11
California,2013,Data Storage,2
California,2013,Photo Sharing,8
California,2013,mHealth,11
California,2013,Women's,3
California,2013,Hospital,3
California,2013,Medical,23
California,2013,Printing,2
California,2013,Marketing,10
California,2013,Network Hardware,3
California,2013,Public Transportation,3
California,2013,Fleet Management,1
California,2013,Telecommunications,5
California,2013,Wireless,2
California,2013,Real Time,11
California,2013,Cooking,3
California,2013,Billing,3
California,2013,Accounting,3
California,2013,Food Processing,4
California,2013,Food Delivery,2
California,2013,Innovation Management,4
California,2013,Publishing,6
California,2013,Legal,5
California,2013,Law Enforcement,1
California,2013,Fashion,18
California,2013,Oil and Gas,2
California,2013,Retirement,1
California,2013,Personal Finance,3
California,2013,Clinical Trials,2
California,2013,Advertising,24
California,2013,Recruiting,10
California,2013,Education,27
California,2013,Consumer Electronics,27
California,2013,Sporting Goods,2
California,2013,Energy Storage,1
California,2013,Clean Energy,5
California,2013,Solar,6
California,2013,Ad Network,6
California,2013,Ad Server,1
California,2013,Mobile Advertising,9
California,2013,Social Media Advertising,1
California,2013,Computer Vision,7
California,2013,Private Social Networking,5
California,2013,Non Profit,7
California,2013,Impact Investing,1
California,2013,Data Mining,3
California,2013,Therapeutics,4
California,2013,Local Advertising,3
California,2013,Construction,4
California,2013,Outdoors,2
California,2013,Lighting,2
California,2013,Digital Entertainment,3
California,2013,Cosmetics,2
California,2013,Knowledge Management,5
California,2013,Children,1
California,2013,Wine And Spirits,2
California,2013,Smart Home,5
California,2013,Training,8
California,2013,Developer Platform,3
California,2013,Operating Systems,2
California,2013,PaaS,4
California,2013,Personalization,7
California,2013,Location Based Services,11
California,2013,E-Learning,4
California,2013,Public Safety,3
California,2013,Advanced Materials,2
California,2013,Space Travel,1
California,2013,Physical Security,2
California,2013,Office Administration,2
California,2013,Search Engine,10
California,2013,Content Discovery,6
California,2013,Universities,2
California,2013,Nanotechnology,3
California,2013,Subscription Service,4
California,2013,Enterprise Applications,4
California,2013,Life Science,2
California,2013,Video Streaming,8
California,2013,Identity Management,6
California,2013,Risk Management,1
California,2013,Wedding,2
California,2013,Events,12
California,2013,Flowers,2
California,2013,Gift,1
California,2013,Water,4
California,2013,Lifestyle,7
California,2013,Social Media Marketing,3
California,2013,Film Production,1
California,2013,Reputation,2
California,2013,Consumer Reviews,1
California,2013,SEO,2
California,2013,Consumer,4
California,2013,Toys,5
California,2013,Industrial,3
California,2013,Insurance,2
California,2013,Catering,1
California,2013,Personal Health,8
California,2013,Procurement,2
California,2013,CRM,12
California,2013,Young Adults,1
California,2013,Private Cloud,2
California,2013,File Sharing,8
California,2013,Web Development,7
California,2013,Collaborative Consumption,10
California,2013,Local,10
California,2013,Content Marketing,1
California,2013,Semantic Search,2
California,2013,Tourism,6
California,2013,News,9
California,2013,Project Management,4
California,2013,Data Integration,1
California,2013,Sales Automation,5
California,2013,Gift Card,2
California,2013,Digital Marketing,1
California,2013,FMCG,1
